"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio P-Value: (head) / (body)"	"Abundance Ratio P-Value: (mucus) / (body)"	"Abundance Ratio P-Value: (pharynx) / (body)"	"Abundance Ratio P-Value: (mucus) / (head)"	"Abundance Ratio P-Value: (pharynx) / (head)"	"Abundance Ratio P-Value: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Abundances (Normalized): F2: Sample, body, 2"	"Abundances (Normalized): F6: Sample, body, 6"	"Abundances (Normalized): F10: Sample, body, 10"	"Abundances (Normalized): F1: Sample, head, 1"	"Abundances (Normalized): F5: Sample, head, 5"	"Abundances (Normalized): F9: Sample, head, 9"	"Abundances (Normalized): F4: Sample, mucus, 4"	"Abundances (Normalized): F8: Sample, mucus, 8"	"Abundances (Normalized): F12: Sample, mucus, 12"	"Abundances (Normalized): F3: Sample, pharynx, 3"	"Abundances (Normalized): F7: Sample, pharynx, 7"	"Abundances (Normalized): F11: Sample, pharynx, 11"	"Found in Sample: [S2] F2: Sample, body, 2"	"Found in Sample: [S6] F6: Sample, body, 6"	"Found in Sample: [S10] F10: Sample, body, 10"	"Found in Sample: [S1] F1: Sample, head, 1"	"Found in Sample: [S5] F5: Sample, head, 5"	"Found in Sample: [S9] F9: Sample, head, 9"	"Found in Sample: [S4] F4: Sample, mucus, 4"	"Found in Sample: [S8] F8: Sample, mucus, 8"	"Found in Sample: [S12] F12: Sample, mucus, 12"	"Found in Sample: [S3] F3: Sample, pharynx, 3"	"Found in Sample: [S7] F7: Sample, pharynx, 7"	"Found in Sample: [S11] F11: Sample, pharynx, 11"	"# Protein Groups"	"Modifications"
"-8514190000822147173"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7070_c0_g1_i7.p1"	"SMED3_DN7070_c0_g1~~SMED3_DN7070_c0_g1_i7.p1  ORF type:complete len:411 (-),score=82.70 SMED3_DN7070_c0_g1_i7:155-1387(-)"	"0.000"	"12.560"	"17"	"5"	"12"	"5"	"410"	"47.0"	"7.01"	"33"	"5"	""	""	""	""	""	"SMED3_DN7070_c0_g1_i7.p1"	""	""	""	""	"0"	"5.009"	"0.974"	"2.085"	"0.194"	"0.416"	"2.140"	""	""	""	""	"0.347220860216472"	""	""	""	""	""	"1"	""	"1066153.125"	"5340317.52920277"	"1038437.36869546"	"2222519.41199837"	""	"39.12"	""	"5.03"	"1066153.125"	""	""	"2631046.24193888"	"6143849.0936866"	"5340317.52920277"	""	"1038437.36869546"	""	"2303021.48244616"	"2144831.28983364"	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"1"	""
"-7096995782111523695"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4026_c0_g3_i1.p1"	"SMED3_DN4026_c0_g3~~SMED3_DN4026_c0_g3_i1.p1  ORF type:complete len:536 (-),score=86.49 SMED3_DN4026_c0_g3_i1:340-1947(-)"	"0.000"	"17.096"	"12"	"5"	"13"	"5"	"535"	"61.9"	"8.34"	"91"	"5"	""	""	""	""	""	"SMED3_DN4026_c0_g3_i1.p1"	""	""	""	""	"0"	"1.711"	"0.010"	"1.448"	"0.010"	"0.846"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"1064637.02587176"	"1822108.02762257"	""	"1541461.62451882"	"3.12"	""	""	""	"1088357.125"	""	"1041433.89225946"	""	""	"1822108.02762257"	""	""	""	"1541461.62451882"	""	""	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"5154200134300250180"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1041_c0_g1_i1.p1"	"SMED3_DN1041_c0_g1~~SMED3_DN1041_c0_g1_i1.p1  ORF type:complete len:629 (-),score=171.42 SMED3_DN1041_c0_g1_i1:164-2050(-)"	"0.000"	"21.667"	"14"	"6"	"21"	"6"	"628"	"69.1"	"4.59"	"169"	"6"	""	""	""	""	""	"SMED3_DN1041_c0_g1_i1.p1"	""	""	""	""	"0"	"4.617"	"0.864"	"0.866"	"0.187"	"0.188"	"1.003"	"0.269928524816949"	"0.996452303899152"	"0.996663846619909"	"0.210869879331547"	"0.211950774265789"	"0.999999968077257"	"0.80082277763157"	"0.99999999991784"	"0.999999999997085"	"0.438014685419234"	"1"	"0.99999999940526"	"1061560.28602449"	"4901201.29534732"	"916785.485007068"	"919561.851050205"	"19.16"	"78.97"	"63.54"	"27.95"	"926296"	""	"1216576.81871065"	"1436110.90006515"	"4901201.29534732"	"9971686.48438483"	""	"565119.223142775"	"1487289.03760419"	"1123450.97151545"	"752675.478811714"	""	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3240892220105342187"	"False"	"High"	"IsMasterProtein"	"SMED3_DN485_c1_g1_i2.p1"	"SMED3_DN485_c1_g1~~SMED3_DN485_c1_g1_i2.p1  ORF type:complete len:355 (-),score=62.00 SMED3_DN485_c1_g1_i2:215-1279(-)"	"0.000"	"15.099"	"17"	"5"	"19"	"4"	"354"	"40.9"	"5.88"	"115"	"5"	""	""	""	""	""	"SMED3_DN485_c1_g1_i2.p1"	""	""	""	""	"0"	"5.495"	"0.816"	"2.410"	"0.148"	"0.439"	"2.954"	"0.130808078609623"	""	"0.640903497502709"	""	"0.523279375824326"	""	"0.640412354415546"	""	"0.999999999997085"	""	"1"	""	"1054288.46445023"	"5793665.8237354"	"860252.418055325"	"2541108.09753733"	"98.00"	"8.60"	""	"54.34"	"4119804.58333333"	"642176.65266132"	"1054288.46445023"	"5115872.97901679"	"5793665.8237354"	"6058567.69776062"	""	"860252.418055325"	""	"4692606.57755011"	"2541108.09753733"	"1575422.49276296"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"6691506723537532468"	"False"	"High"	"IsMasterProtein"	"SMED3_DN490_c0_g1_i8.p1"	"SMED3_DN490_c0_g1~~SMED3_DN490_c0_g1_i8.p1  ORF type:complete len:529 (-),score=118.62 SMED3_DN490_c0_g1_i8:115-1701(-)"	"0.000"	"26.019"	"16"	"7"	"25"	"7"	"528"	"57.9"	"7.36"	"159"	"7"	""	""	""	""	""	"SMED3_DN490_c0_g1_i8.p1"	""	""	""	""	"0"	"6.342"	"2.191"	"4.031"	"0.345"	"0.636"	"1.840"	"0.290738326361213"	"0.906751154405095"	"0.832838999507849"	"0.610986344773481"	"0.70958111197581"	"0.99787547944242"	"0.809970686756299"	"0.99999999991784"	"0.999999999997085"	"0.844576855854562"	"1"	"0.99999999940526"	"1051834.70155361"	"6670440.98472313"	"2304136.94219053"	"4239452.30748043"	"127.55"	"22.11"	"80.65"	"53.71"	"8583859.83333333"	"1051834.70155361"	"781074.595470879"	"5936308.43658861"	"6670440.98472313"	"8985315.61682307"	"2304136.94219053"	"7126634.31896554"	"1669664.68766682"	"5714212.79284021"	"4239452.30748043"	"1621924.01058445"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"1970548645352737209"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4288_c1_g1_i1.p1"	"SMED3_DN4288_c1_g1~~SMED3_DN4288_c1_g1_i1.p1  ORF type:complete len:276 (-),score=44.94 SMED3_DN4288_c1_g1_i1:62-889(-)"	"0.000"	"28.754"	"29"	"7"	"38"	"7"	"275"	"31.0"	"6.65"	"460"	"7"	""	""	""	""	""	"SMED3_DN4288_c1_g1_i1.p1"	""	""	""	""	"0"	"11.065"	"8.276"	"11.195"	"0.748"	"1.012"	"1.353"	"0.370925567877264"	""	"0.457010659025219"	""	"0.997078755160652"	""	"0.893315468280069"	""	"0.999999999997085"	""	"1"	""	"1050665.02998596"	"11625845.8954484"	"8694800.28067687"	"11762227.3402514"	"150.49"	"82.39"	""	"52.62"	"19913140.5"	"857458.446834244"	"1050665.02998596"	"33966887.4420644"	"11625845.8954484"	"6964966.83493382"	""	"8694800.28067687"	""	"20067758.3227015"	"11762227.3402514"	"6686243.45607454"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-1508730852503932570"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8178_c0_g2_i4.p1"	"SMED3_DN8178_c0_g2~~SMED3_DN8178_c0_g2_i4.p1  ORF type:complete len:211 (-),score=42.22 SMED3_DN8178_c0_g2_i4:440-1072(-)"	"0.000"	"37.570"	"32"	"7"	"84"	"4"	"210"	"24.0"	"5.35"	"1786"	"7"	""	""	""	""	""	"SMED3_DN8178_c0_g2_i4.p1"	""	""	""	""	"0"	"2.230"	"0.010"	"2.970"	"0.010"	"1.332"	"100.000"	"0.232306520534889"	""	"0.0432119214839353"	""	"0.53778225981567"	""	"0.767412574732497"	""	"0.999999999997085"	""	"1"	""	"1050578.70300098"	"2343249.28833403"	""	"3120369.3969199"	"49.34"	"45.35"	""	"34.03"	"1882370.66666667"	"1050578.70300098"	"716737.58796039"	"1680623.06936611"	""	"3267131.89135796"	""	""	""	"5234148.80811805"	"3120369.3969199"	"2927371.30400909"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"1409811891447858410"	"False"	"High"	"IsMasterProtein"	"SMED3_DN773_c0_g5_i1.p1"	"SMED3_DN773_c0_g5~~SMED3_DN773_c0_g5_i1.p1  ORF type:complete len:571 (-),score=97.17 SMED3_DN773_c0_g5_i1:84-1796(-)"	"0.000"	"13.651"	"5"	"4"	"10"	"4"	"570"	"66.7"	"8.48"	"119"	"4"	""	""	""	""	""	"SMED3_DN773_c0_g5_i1.p1"	""	""	""	""	"0"	"3.801"	"0.559"	"4.759"	"0.147"	"1.252"	"8.506"	"0.651310768951983"	"0.94960604720235"	"0.866299845744493"	"0.36924637232003"	"0.961227683658506"	"0.571673980203826"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.627968136571274"	"1"	"0.909243807636798"	"1042708.15131567"	"3963274.32794244"	"583373.766085564"	"4962093.55356049"	"3.12"	"43.94"	"92.36"	"83.49"	""	"1019941.01034351"	"1065983.5008046"	"2006989.87546083"	"3963274.32794244"	"5282359.16844552"	"267255.827849997"	"1273405.16274118"	""	"330928.682358521"	"7025851.83943531"	"4962093.55356049"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"8477671199448618926"	"False"	"High"	"IsMasterProtein"	"SMED3_DN14604_c0_g1_i1.p1"	"SMED3_DN14604_c0_g1~~SMED3_DN14604_c0_g1_i1.p1  ORF type:5prime_partial len:300 (-),score=47.96 SMED3_DN14604_c0_g1_i1:195-1094(-)"	"0.000"	"8.132"	"14"	"3"	"9"	"3"	"299"	"35.0"	"7.01"	"17"	"3"	""	""	""	""	""	"SMED3_DN14604_c0_g1_i1.p1"	""	""	""	""	"0"	"2.769"	"0.582"	"1.848"	"0.210"	"0.667"	"3.178"	"0.586276715314232"	""	"0.879129195171579"	""	"0.944423678005047"	""	"0.999999996406151"	""	"0.999999999997085"	""	"1"	""	"1039928.33394368"	"2879919.4340303"	"604771.658590759"	"1922171.40382849"	"92.88"	"62.85"	""	"74.96"	"2284672.5"	"473350.53043221"	""	"2879919.4340303"	"1510952.33428076"	"5635130.51977393"	""	""	"604771.658590759"	"3468295.68840891"	"1065290.63195041"	""	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"-3159932267597039327"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7830_c0_g1_i1.p1"	"SMED3_DN7830_c0_g1~~SMED3_DN7830_c0_g1_i1.p1  ORF type:complete len:316 (-),score=61.59 SMED3_DN7830_c0_g1_i1:384-1331(-)"	"0.000"	"6.416"	"10"	"3"	"5"	"3"	"315"	"36.4"	"6.46"	"29"	"3"	""	""	""	""	""	"SMED3_DN7830_c0_g1_i1.p1"	""	""	""	""	"0"	"5.065"	"3.194"	"0.739"	"0.631"	"0.146"	"0.231"	""	""	""	""	"0.0175785203102274"	""	""	""	""	""	"0.399552027680264"	""	"1038040.25"	"5257587.47173928"	"3315577.76448688"	"767140.888074825"	""	"29.95"	""	"9.45"	"1038040.25"	""	""	"3130115.23681387"	"5257587.47173928"	"5818766.72894169"	""	""	"3315577.76448688"	"717474.252563169"	"820245.660459317"	""	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"8696535522988343628"	"False"	"High"	"IsMasterProtein"	"SMED3_DN257_c0_g1_i4.p1"	"SMED3_DN257_c0_g1~~SMED3_DN257_c0_g1_i4.p1  ORF type:complete len:402 (-),score=86.38 SMED3_DN257_c0_g1_i4:250-1455(-)"	"0.000"	"15.710"	"16"	"4"	"20"	"2"	"401"	"45.2"	"5.08"	"153"	"4"	""	""	""	""	""	"SMED3_DN257_c0_g1_i4.p1"	""	""	""	""	"0"	"2.487"	"0.010"	"0.010"	"0.010"	"0.010"	""	"0.433416448270754"	""	""	""	""	""	"0.933762273111054"	""	""	""	""	""	"1033456.08825255"	"2570692.35925709"	""	""	"86.05"	"48.55"	""	""	"2094640.3125"	"509887.774035791"	""	"2922487.83878174"	"962677.788056643"	"2570692.35925709"	""	""	""	""	""	""	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-6563117153858202931"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12766_c0_g1_i1.p1"	"SMED3_DN12766_c0_g1~~SMED3_DN12766_c0_g1_i1.p1  ORF type:complete len:525 (-),score=96.87 SMED3_DN12766_c0_g1_i1:258-1832(-)"	"0.000"	"37.031"	"26"	"12"	"49"	"12"	"524"	"60.4"	"7.52"	"312"	"12"	""	""	""	""	""	"SMED3_DN12766_c0_g1_i1.p1"	""	""	""	""	"0"	"17.337"	"2.023"	"6.521"	"0.117"	"0.376"	"3.224"	"0.22655755418639"	"0.999448878477906"	"0.791679554820896"	"0.26247022805376"	"0.649441775683202"	"0.845881190500329"	"0.760217642418779"	"0.99999999991784"	"0.999999999997085"	"0.504040666664865"	"1"	"0.99999999940526"	"1026343.16305797"	"17793626.3556524"	"2076177.10076765"	"6693164.59690847"	"143.90"	"26.65"	"107.47"	"71.05"	"15941516.6666667"	"1026343.16305797"	"1000697.91977984"	"11541345.3214829"	"19986047.3410496"	"17793626.3556524"	"1130366.6470439"	"9352143.26063629"	"2076177.10076765"	"12263401.1214251"	"6693164.59690847"	"2242797.20985906"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"5848955567897365500"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1444_c0_g1_i13.p1"	"SMED3_DN1444_c0_g1~~SMED3_DN1444_c0_g1_i13.p1  ORF type:complete len:925 (-),score=136.63 SMED3_DN1444_c0_g1_i13:122-2896(-)"	"0.000"	"46.508"	"16"	"13"	"46"	"3"	"924"	"109.6"	"8.85"	"466"	"13"	""	""	""	""	""	"SMED3_DN1444_c0_g1_i13.p1"	""	""	""	""	"0"	"1.440"	"19.844"	"0.010"	"13.783"	"0.010"	"0.010"	""	""	""	"0.0122137342085074"	""	""	""	""	""	"0.0729974366780875"	""	""	"1025831.5"	"1476982.16897367"	"20356602.8839949"	""	""	"55.33"	"34.83"	""	"1025831.5"	""	""	""	"2232816.13070022"	"977006.703539914"	"20356602.8839949"	"18170370.1827872"	"33656477.2703893"	""	""	""	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3577209772855947271"	"False"	"High"	"IsMasterProtein"	"SMED3_DN14494_c0_g1_i2.p1"	"SMED3_DN14494_c0_g1~~SMED3_DN14494_c0_g1_i2.p1  ORF type:complete len:310 (-),score=50.15 SMED3_DN14494_c0_g1_i2:123-1052(-)"	"0.000"	"24.881"	"29"	"7"	"54"	"7"	"309"	"34.8"	"8.90"	"654"	"7"	""	""	""	""	""	"SMED3_DN14494_c0_g1_i2.p1"	""	""	""	""	"0"	"14.431"	"7.067"	"9.048"	"0.490"	"0.627"	"1.280"	"0.181439224204123"	"0.673934726666877"	"0.75622633368081"	"0.679257538001495"	"0.595129673551097"	"0.998683840414559"	"0.709541311148045"	"0.99999999991784"	"0.999999999997085"	"0.898149220559574"	"1"	"0.99999999940526"	"1025801.81275456"	"14803476.889789"	"7249425.53703879"	"9281449.3606158"	"140.13"	"10.67"	"38.84"	"81.49"	"12284433.3333333"	"767962.725247639"	"1025801.81275456"	"14576746.3370913"	"14803476.889789"	"17576383.4959364"	"3419814.82032591"	"7249425.53703879"	"7824740.33126333"	"14088734.8615959"	"9281449.3606158"	"1001000.88530161"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3367910884175819017"	"False"	"High"	"IsMasterProtein"	"SMED3_DN14444_c0_g1_i1.p1"	"SMED3_DN14444_c0_g1~~SMED3_DN14444_c0_g1_i1.p1  ORF type:complete len:215 (-),score=31.61 SMED3_DN14444_c0_g1_i1:31-675(-)"	"0.000"	"5.936"	"8"	"2"	"5"	"2"	"214"	"24.4"	"5.35"	"23"	"2"	""	""	""	""	""	"SMED3_DN14444_c0_g1_i1.p1"	""	""	""	""	"0"	"2.626"	"0.010"	"1.048"	"0.010"	"0.399"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"1024987.5625"	"2691200.12341438"	""	"1074056.22732792"	""	"45.96"	""	""	"1024987.5625"	""	""	"2691200.12341438"	"1358630.70218991"	"3739957.70893152"	""	""	""	"1074056.22732792"	""	""	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-6391066287422746681"	"False"	"High"	"IsMasterProtein"	"SMED3_DN132362_c0_g1_i1.p1"	"SMED3_DN132362_c0_g1~~SMED3_DN132362_c0_g1_i1.p1  ORF type:5prime_partial len:110 (-),score=26.63 SMED3_DN132362_c0_g1_i1:83-412(-)"	"0.000"	"5.847"	"28"	"2"	"7"	"2"	"109"	"12.1"	"8.06"	"26"	"2"	""	""	""	""	""	"SMED3_DN132362_c0_g1_i1.p1"	""	""	""	""	"0"	"2.205"	"2.614"	"0.714"	"1.186"	"0.324"	"0.273"	""	""	""	"0.984367929215081"	""	""	""	""	""	"0.99999999999253"	""	""	"1019913.5"	"2248408.04247149"	"2666261.02928726"	"728538.63867446"	""	"89.44"	"79.36"	""	"1019913.5"	""	""	"1066905.48080229"	"4738319.20110575"	""	"1401790.18601593"	"2666261.02928726"	"6972801.66620429"	"728538.63867446"	""	""	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"6942600870409102844"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6832_c0_g1_i5.p1"	"SMED3_DN6832_c0_g1~~SMED3_DN6832_c0_g1_i5.p1  ORF type:complete len:123 (-),score=18.76 SMED3_DN6832_c0_g1_i5:489-857(-)"	"0.000"	"10.614"	"27"	"3"	"19"	"2"	"122"	"13.8"	"9.04"	"57"	"3"	""	""	""	""	""	"SMED3_DN6832_c0_g1_i5.p1"	""	""	""	""	"0"	"2.474"	"0.010"	"3.285"	"0.010"	"1.328"	"100.000"	"0.47395406251747"	""	"0.42990846032941"	""	"0.998676618467674"	""	"0.965032926443647"	""	"0.999999999997085"	""	"1"	""	"1017713.14271542"	"2517640.08970939"	""	"3343497.43443357"	"51.59"	"69.10"	""	"49.77"	"2172041.1875"	"899254.060626842"	"1017713.14271542"	"4295429.97280039"	"1475640.77669728"	""	""	""	""	"3343497.43443357"	"3717898.04980764"	"1183714.98255008"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"-1217876930775241608"	"False"	"High"	"IsMasterProtein"	"SMED3_DN66241_c0_g1_i1.p1"	"SMED3_DN66241_c0_g1~~SMED3_DN66241_c0_g1_i1.p1  ORF type:complete len:261 (-),score=44.54 SMED3_DN66241_c0_g1_i1:56-838(-)"	"0.000"	"5.580"	"9"	"2"	"7"	"2"	"260"	"30.5"	"6.86"	"22"	"2"	""	""	""	""	""	"SMED3_DN66241_c0_g1_i1.p1"	""	""	""	""	"0"	"5.757"	"0.010"	"2.160"	"0.010"	"0.375"	"100.000"	""	""	""	""	""	""	""	""	""	""	""	""	"1016568.9375"	"5852149.81020594"	""	"2195419.07677484"	""	"65.60"	""	""	"1016568.9375"	""	""	"5852149.81020594"	"2222532.17675089"	"10206277.121567"	""	""	""	"2195419.07677484"	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"3121060976649932223"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2215_c0_g1_i4.p1"	"SMED3_DN2215_c0_g1~~SMED3_DN2215_c0_g1_i4.p1  ORF type:complete len:584 (-),score=145.41 SMED3_DN2215_c0_g1_i4:75-1766(-)"	"0.000"	"72.782"	"41"	"20"	"114"	"20"	"563"	"62.0"	"8.75"	"762"	"20"	""	""	""	""	""	"SMED3_DN2215_c0_g1_i4.p1"	""	""	""	""	"0"	"34.237"	"4.627"	"13.726"	"0.135"	"0.401"	"2.966"	"0.197419090928854"	"0.93955692950455"	"0.544416274631843"	"0.508116278518381"	"0.81915717968633"	"0.903202352320542"	"0.739260543751825"	"0.99999999991784"	"0.999999999997085"	"0.756087695045073"	"1"	"0.99999999940526"	"1016281.61479267"	"34794604.3820868"	"4702460.30816446"	"13949504.6855756"	"160.62"	"23.00"	"120.51"	"65.79"	"27699038.6666667"	"396961.739104163"	"1016281.61479267"	"24252048.6423751"	"34794604.3820868"	"38760872.1233274"	"1328641.56663678"	"16643414.9774779"	""	"22920133.9922362"	"13949504.6855756"	"4691220.79259014"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-4810879208078762182"	"False"	"High"	"IsMasterProtein"	"SMED3_DN19773_c0_g1_i7.p1"	"SMED3_DN19773_c0_g1~~SMED3_DN19773_c0_g1_i7.p1  ORF type:complete len:267 (-),score=60.05 SMED3_DN19773_c0_g1_i7:173-973(-)"	"0.000"	"5.540"	"7"	"2"	"5"	"2"	"266"	"29.1"	"5.00"	"41"	"2"	""	""	""	""	""	"SMED3_DN19773_c0_g1_i7.p1"	""	""	""	""	"0"	"0.815"	"11.644"	"1.248"	"14.293"	"1.531"	"0.107"	"0.983022744201745"	"0.0215028200161947"	"0.978937260432325"	"0.0154127835376472"	"0.878476389845325"	"0.0314116079764887"	"0.999999996406151"	"0.115384918373757"	"0.999999999997085"	"0.083093413269551"	"1"	"0.141449787471766"	"1015340.63036211"	"827138.813391705"	"11822621.5007541"	"1266656.41673973"	"83.44"	"17.00"	"7.10"	"75.67"	"1999477.9375"	"515592.883686987"	""	""	"933347.133487882"	"733016.250944452"	"10561347.0654881"	"11822621.5007541"	"12086828.1361623"	"2301657.9228442"	""	"697070.77760944"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"-4015427990723846537"	"False"	"High"	"IsMasterProtein"	"SMED3_DN71_c0_g1_i10.p1"	"SMED3_DN71_c0_g1~~SMED3_DN71_c0_g1_i10.p1  ORF type:complete len:164 (-),score=25.06 SMED3_DN71_c0_g1_i10:33-524(-)"	"0.000"	"24.817"	"40"	"6"	"49"	"3"	"163"	"18.4"	"7.96"	"386"	"6"	""	""	""	""	""	"SMED3_DN71_c0_g1_i10.p1"	""	""	""	""	"0"	"3.591"	"1.529"	"5.996"	"0.426"	"1.670"	"3.922"	"0.807388554325494"	"0.998749230333101"	"0.868496011736009"	"0.781011264998887"	"0.999072931415495"	"0.839012569522836"	"0.999999996406151"	"0.99999999991784"	"0.999999999997085"	"0.973576089674197"	"1"	"0.99999999940526"	"1012121.7328179"	"3634136.10551104"	"1547464.40854118"	"6068888.14475949"	"138.66"	"82.28"	"42.55"	"67.64"	"10208246"	"1012121.7328179"	"559591.406907631"	"9814971.18452585"	"1825288.8910111"	"3634136.10551104"	"2110901.11505794"	"1134418.88803776"	""	"6992586.88172676"	"6068888.14475949"	"1070544.29604727"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
