Gene	GO
SMED3_DN3844_c0_g1	GO:0007186,GO:0007601,GO:0007605,GO:0043153,GO:0009584,GO:0071482,GO:0009588,GO:0016038,GO:0043052,GO:0018298,GO:0005887,GO:0016020,GO:0016028,GO:0008020
SMED3_DN384_c0_g1	GO:0007033,GO:0006624,GO:0005811,GO:0005739,GO:0005773,GO:0016020,GO:0016021,GO:0016491
SMED3_DN3853_c0_g1	GO:0031532,GO:0046716,GO:0060298,GO:0007005,GO:0034446,GO:0055002,GO:0007163,GO:0040017,GO:0030031,GO:0009925,GO:0043204,GO:0030424,GO:0055120,GO:0031430,GO:0005925,GO:0015629,GO:0005737,GO:0003779
SMED3_DN3854_c0_g2	GO:0006890,GO:0006888,GO:0015031,GO:0051645,GO:0031410,GO:0005794,GO:0005737,GO:0000139,GO:0030126,GO:0030663,GO:0035615
SMED3_DN3863_c0_g1	GO:0006552,GO:0022900,GO:0015996,GO:0009536,GO:0005759,GO:0005739,GO:0009055
SMED3_DN3866_c0_g1	GO:0018117,GO:0046777,GO:2000145,GO:0046940,GO:0005737,GO:0004017,GO:0005515
SMED3_DN386_c0_g1	GO:0061357,GO:0007155,GO:0035593,GO:0051491,GO:0035011,GO:0045661,GO:0072659,GO:0005901,GO:0042470,GO:0005737,GO:0005886,GO:0005768,GO:0005198
SMED3_DN3872_c0_g1	GO:0007155,GO:0006979,GO:0005737,GO:0005524
SMED3_DN387_c0_g5	GO:0050901,GO:0060352,GO:0009101,GO:0016268,GO:0005794,GO:0031985,GO:0000139,GO:0016021,GO:0003829
SMED3_DN3883_c0_g1	GO:0030517,GO:0050790,GO:0005794,GO:0005737,GO:0045202,GO:0030424,GO:0005085
SMED3_DN38860_c0_g1	GO:0006631,GO:0005737,GO:0005829,GO:0000062,GO:0008289
SMED3_DN3889_c0_g2	GO:0016192,GO:0090630,GO:0005634,GO:0005829,GO:0005737,GO:0005096
SMED3_DN388_c0_g1	GO:0012501,GO:0006508,GO:0032009,GO:0005769,GO:0005576,GO:0005764,GO:0005515,GO:0004190
SMED3_DN388_c2_g1	GO:0006613,GO:0008284,GO:0000325,GO:0005783,GO:0005739,GO:0005794,GO:0005886,GO:0005789,GO:0009535,GO:0016021,GO:0005515
SMED3_DN3891_c0_g1	GO:0006718,GO:0007552,GO:0005737,GO:0043231,GO:0016021,GO:0016020,GO:0016709,GO:0020037,GO:0005506
SMED3_DN3897_c0_g1	GO:0071569,GO:0097501,GO:0000003,GO:0008340,GO:0005737,GO:0005829,GO:0031624,GO:0071566,GO:0046872,GO:0005524
SMED3_DN38986_c0_g3	GO:0006412,GO:0000027,GO:0031012,GO:0005840,GO:0022625,GO:0019843,GO:0003735
SMED3_DN38_c1_g1	GO:0000398,GO:0005685,GO:0005634,GO:0005730,GO:0005681,GO:0030619
SMED3_DN39068_c0_g1	GO:0009409,GO:0042026,GO:0005737,GO:0005759,GO:0005739,GO:0032991,GO:0140662,GO:0016853,GO:0005524
SMED3_DN39088_c0_g1	GO:0072657,GO:0005576,GO:0010008,GO:0000137,GO:0005794,GO:0005797,GO:0005801,GO:0005802,GO:0000139,GO:0005768,GO:0016021,GO:0005515
SMED3_DN3910_c0_g1	GO:0006508,GO:0005576,GO:0004222,GO:0008270
SMED3_DN3912_c2_g1	GO:0007059,GO:0044805,GO:0034727,GO:0000422,GO:0006468,GO:0015031,GO:0000045,GO:0000741,GO:0042594,GO:0000329,GO:0005773,GO:0005515
SMED3_DN3915_c0_g1	GO:0006096,GO:0006099,GO:0031966,GO:0005739,GO:0030976,GO:0004591
SMED3_DN3919_c0_g1	GO:0061357,GO:0007155,GO:0035593,GO:0051491,GO:0035011,GO:0045661,GO:0072659,GO:0005829,GO:0031410,GO:0005737,GO:0005886,GO:0016600,GO:0005198
SMED3_DN3923_c0_g2	GO:0006617,GO:0006614,GO:0005737,GO:0005786,GO:0008312
SMED3_DN39244_c0_g1	GO:0030241,GO:0060298,GO:0040011,GO:0060279,GO:0030016,GO:0016459,GO:0032982,GO:0005737,GO:0019901,GO:0008092,GO:0017124
SMED3_DN3925_c0_g1	GO:0006783,GO:0006782,GO:0005634,GO:0005829,GO:0005758,GO:0005737,GO:0042803,GO:0004109
SMED3_DN3927_c1_g2	GO:0009051,GO:0006098,GO:0046177,GO:0005829,GO:0004616,GO:0050661
SMED3_DN39291_c0_g2	GO:0000122,GO:0002181,GO:0006417,GO:0043066,GO:1990403,GO:0000027,GO:0005790,GO:0005829,GO:0005634,GO:0022626,GO:0022625,GO:0016020,GO:0045182,GO:0005515,GO:0003735,GO:0003723
SMED3_DN3930_c0_g2	GO:0006629,GO:0006574,GO:0005739,GO:0003995,GO:0050660
SMED3_DN3936_c0_g1	GO:0006412,GO:0006421,GO:0005737,GO:0005829,GO:0004816,GO:0003676,GO:0005524
SMED3_DN3938_c0_g1	GO:0006261,GO:0006272,GO:0006281,GO:0005634,GO:0005663,GO:0031391,GO:0003689,GO:0003677,GO:0016887,GO:0005524
SMED3_DN393_c0_g1	GO:0007626,GO:0030017,GO:0031672,GO:0030016,GO:0005737,GO:0032982,GO:0016459,GO:0051015,GO:0003774,GO:0005524
SMED3_DN39400_c0_g3	GO:0006915,GO:0043066,GO:0005634,GO:0005737,GO:0002039
SMED3_DN39461_c0_g2	GO:0045893,GO:0006325,GO:0006397,GO:0005634,GO:0035145,GO:0005737,GO:0003682,GO:0003713,GO:0003723,GO:0035064
SMED3_DN3948_c0_g3	GO:0000398,GO:0031053,GO:0006406,GO:0035195,GO:0006370,GO:0042789,GO:0031124,GO:0000184,GO:0005634,GO:0005846,GO:0005845,GO:0000339,GO:0003729
SMED3_DN394_c0_g2	GO:0048680,GO:0009062,GO:0005737,GO:0005829,GO:0102077,GO:0004040,GO:0103073,GO:0017064
SMED3_DN394_c1_g1	GO:0006970,GO:0016020,GO:0016021,GO:0005515
SMED3_DN3950_c0_g1	GO:0016485,GO:0005886,GO:0016021,GO:0004222,GO:0046872
SMED3_DN395_c2_g1	GO:0006325,GO:0005634,GO:0005737,GO:0008270,GO:0004407
SMED3_DN395_c3_g1	GO:0042135,GO:0045202,GO:0005576,GO:0005615,GO:0005886,GO:0003990
SMED3_DN3963_c0_g1	GO:0006114,GO:0006116,GO:0046168,GO:0005634,GO:0005829,GO:0009331,GO:0005737,GO:0051287,GO:0042803,GO:0004367
SMED3_DN3964_c0_g1	GO:0046328,GO:0009651,GO:0018105,GO:0046777,GO:0045793,GO:0035556,GO:0005634,GO:0005737,GO:0004712,GO:0005516,GO:0009931,GO:0005524,GO:0004683,GO:0051019,GO:0106310
SMED3_DN39670_c0_g1	GO:0006457,GO:0005737,GO:0005829,GO:0009505,GO:0140662,GO:0005524
SMED3_DN3981_c0_g1	GO:0009166,GO:0005576,GO:0102486,GO:0102491,GO:0005524,GO:0046872,GO:0102489,GO:0008252,GO:0102488,GO:0102487,GO:0102490,GO:0102485
SMED3_DN3983_c0_g2	GO:0006412,GO:0050790,GO:0006413,GO:0005851,GO:0003743,GO:0042802,GO:0005085
SMED3_DN3985_c0_g2	GO:0009792,GO:0006367,GO:0005634,GO:0005669,GO:0003682,GO:0016251,GO:0008237,GO:0008270,GO:0000976
SMED3_DN3993_c0_g1	GO:0006930,GO:0030511,GO:0010718,GO:0007346,GO:0006612,GO:0008284,GO:0002091,GO:0032435,GO:0007268,GO:0030307,GO:1903543,GO:0010862,GO:0030036,GO:0000122,GO:0030335,GO:0099054,GO:0007265,GO:1903553,GO:0046330,GO:0005829,GO:0005654,GO:0005925,GO:0070062,GO:0005634,GO:0005576,GO:0045202,GO:0072562,GO:0005912,GO:0005737,GO:0005886,GO:0005789,GO:0005856,GO:0045121,GO:0005783,GO:0035578,GO:0042470,GO:0005615,GO:0031965,GO:0005895,GO:0019838,GO:0005546,GO:0008093,GO:0046982,GO:0005137,GO:0046875,GO:0008022,GO:0005109,GO:0050839,GO:0047485,GO:0044877,GO:0042802,GO:0042043,GO:0045545
SMED3_DN39988_c0_g1	GO:0006412,GO:0000028,GO:0022627,GO:0005840,GO:0003723,GO:0003735
SMED3_DN4000_c0_g1	GO:0000278,GO:0007059,GO:0051988,GO:0051301,GO:0034501,GO:0006888,GO:0007094,GO:0005856,GO:0005634,GO:1990423,GO:0000776,GO:0005819,GO:0005737,GO:0005694,GO:0000775,GO:0005515
SMED3_DN4007_c0_g1	GO:0030282,GO:0048570,GO:0030198,GO:0001501,GO:0005615,GO:0005576,GO:0031012,GO:0005581,GO:0005201,GO:0046872
SMED3_DN4009_c0_g1	GO:0002119,GO:0007281,GO:0031122,GO:0005856,GO:0005874,GO:0005912,GO:0005737,GO:0005886,GO:0016324,GO:0030056,GO:0002039
SMED3_DN4012_c0_g1	GO:0007601,GO:0002031,GO:0007608,GO:0007605,GO:0045494,GO:0002032,GO:0016060,GO:0016059,GO:0007165,GO:0050896,GO:0016062,GO:0016029,GO:0016028,GO:0005737,GO:0002046,GO:0001664
SMED3_DN4020_c0_g1	GO:0017156,GO:0045444,GO:0005770,GO:0005796,GO:0005783,GO:0005794,GO:0005509
SMED3_DN4020_c0_g3	GO:0048477,GO:0007283,GO:0030154,GO:0019033,GO:0005198
SMED3_DN4021_c0_g1	GO:0006508,GO:0015629,GO:0005737,GO:0043025,GO:0004198,GO:0005509
SMED3_DN4026_c0_g3	GO:0006072,GO:0019432,GO:0006631,GO:0016024,GO:0031966,GO:0005739,GO:0005886,GO:0016021,GO:0004366,GO:0102420
SMED3_DN4027_c0_g1	GO:0006520,GO:0005737,GO:0004046,GO:0046872
SMED3_DN402_c0_g1	GO:0040028,GO:0050921,GO:0006935,GO:0008340,GO:0006397,GO:0006382,GO:0005634,GO:0005730,GO:0022626,GO:0005737,GO:0003726,GO:0008251,GO:0003729,GO:0003725
SMED3_DN4034_c0_g1	GO:0039503,GO:0030683,GO:0033644,GO:0016021,GO:0016020,GO:0003730,GO:0005515,GO:0008494
SMED3_DN4036_c0_g2	GO:0008053,GO:0005741,GO:0005739,GO:0031307,GO:0061791,GO:0005525
SMED3_DN40438_c0_g1	GO:0071470,GO:0016020,GO:0016021,GO:0042802
SMED3_DN4043_c0_g1	GO:0050830,GO:1902600,GO:0040011,GO:0040013,GO:0015986,GO:0002119,GO:0007271,GO:0007035,GO:0001666,GO:0001956,GO:0043068,GO:0009792,GO:0016471,GO:0000220,GO:0005886,GO:0045202,GO:0016021,GO:0046961,GO:0051117
SMED3_DN4044_c0_g1	GO:0036159,GO:0060271,GO:0030317,GO:0015630,GO:0005874,GO:0031514,GO:0005737,GO:0005815,GO:0005515
SMED3_DN4045_c0_g1	GO:0016191,GO:0072583,GO:0012501,GO:0010940,GO:0098793,GO:0005737,GO:0098978,GO:0008021,GO:0016020,GO:0031594,GO:0008289
SMED3_DN4055_c0_g1	GO:0000381,GO:0005634,GO:0016607,GO:0005737,GO:0016363,GO:0003755
SMED3_DN4056_c0_g1	GO:0006096,GO:0005737,GO:0005829,GO:0020002,GO:0016020,GO:0004332
SMED3_DN4057_c1_g1	GO:0048477,GO:0008104,GO:0030154,GO:0043186,GO:0043073,GO:0061803,GO:0005524,GO:0005515,GO:0016887,GO:0003723,GO:0003724
SMED3_DN4060_c0_g1	GO:0050830,GO:0010628,GO:0018105,GO:0042307,GO:0089700,GO:0008340,GO:0002253,GO:0030424,GO:0043025,GO:0005886,GO:0005938,GO:0030425,GO:0004712,GO:0046872,GO:0005524,GO:0004698,GO:0106310
SMED3_DN4069_c0_g1	GO:0000278,GO:0008104,GO:0051495,GO:0035204,GO:0007616,GO:0008302,GO:0008045,GO:0110069,GO:0051764,GO:0030708,GO:0048149,GO:0008340,GO:0007303,GO:0045214,GO:0007301,GO:0005884,GO:0005829,GO:0005634,GO:0035182,GO:0045179,GO:0070938,GO:0048471,GO:0035324,GO:0015629,GO:0005886,GO:0035183,GO:0030018,GO:0051015
SMED3_DN4071_c0_g2	GO:0051693,GO:0002260,GO:0042102,GO:0006779,GO:0007009,GO:0032092,GO:0030036,GO:0030097,GO:0008360,GO:0030424,GO:0030864,GO:0009898,GO:0030054,GO:0005886,GO:0032437,GO:0014731,GO:0005938,GO:0008091,GO:0051015,GO:0005509
SMED3_DN4072_c0_g2	GO:0006949,GO:0016020,GO:0016021,GO:0005515
SMED3_DN4073_c0_g1	GO:0017156,GO:0045444,GO:0005770,GO:0005796,GO:0005783,GO:0005794,GO:0005509
SMED3_DN4074_c0_g1	GO:0006888,GO:0015031,GO:0006906,GO:0031201,GO:0005794,GO:0005797,GO:0005801,GO:0000139,GO:0016021,GO:0005484
SMED3_DN40762_c0_g1	GO:0005975,GO:0005783,GO:0005789,GO:0016021,GO:0030246
SMED3_DN4081_c0_g1	GO:0007186,GO:0005770,GO:0016021,GO:0005765,GO:0005515
SMED3_DN4090_c0_g2	GO:0031629,GO:0016082,GO:0006887,GO:0015031,GO:0002553,GO:0006892,GO:0006903,GO:0098793,GO:0005654,GO:0070821,GO:0035579,GO:0031201,GO:0005739,GO:0005925,GO:0042582,GO:0005912,GO:0005737,GO:0042581,GO:0005886,GO:0045202,GO:0043005,GO:0070062,GO:0030670,GO:0005484,GO:0019905
SMED3_DN4091_c0_g1	GO:0006207,GO:0046940,GO:0016310,GO:0046705,GO:0006225,GO:0005634,GO:0005737,GO:0033862,GO:0036430,GO:0036431,GO:0005524
SMED3_DN4094_c0_g1	GO:1905941,GO:0031103,GO:0043410,GO:0006897,GO:0006508,GO:0031648,GO:0002164,GO:1903746,GO:0005615,GO:0016020,GO:0005576,GO:0005044,GO:0004252
SMED3_DN40992_c0_g2	GO:0002218,GO:0071360,GO:0000380,GO:1902857,GO:0043484,GO:0031175,GO:0051607,GO:0032481,GO:0048814,GO:0045087,GO:0002230,GO:0005813,GO:0005634,GO:0005929,GO:0071598,GO:0010494,GO:0097546,GO:0005737,GO:0016607,GO:0008022,GO:0043021,GO:0003690
SMED3_DN40992_c0_g3	GO:0035522,GO:0045944,GO:0006338,GO:0005634,GO:0003677,GO:0046872,GO:0003713,GO:0140492,GO:0070122,GO:0004843,GO:0042393
SMED3_DN4099_c1_g1	GO:0048193,GO:0043161,GO:0045944,GO:0043549,GO:0051301,GO:0006406,GO:0030474,GO:0015031,GO:0007049,GO:0005856,GO:0005634,GO:0005825,GO:0005643,GO:0005737,GO:0044732,GO:0070390,GO:0008017,GO:0042802,GO:0005509
SMED3_DN4100_c0_g2	GO:0007220,GO:0016485,GO:0017015,GO:0110011,GO:0006509,GO:0048563,GO:0048858,GO:0018991,GO:0007219,GO:0001708,GO:0043066,GO:0016048,GO:0042987,GO:0045747,GO:0045176,GO:0050435,GO:0006816,GO:0007399,GO:0030426,GO:0005887,GO:0016324,GO:0031594,GO:0005634,GO:0048471,GO:0005743,GO:0005789,GO:0000139,GO:0070765,GO:0045121,GO:0005783,GO:0043198,GO:0030018,GO:0035253,GO:0043025,GO:0005794,GO:0005765,GO:0005938,GO:0009986,GO:0005515,GO:0004190
SMED3_DN4102_c0_g1	GO:0045109,GO:0031424,GO:0005856,GO:0045095,GO:0001533,GO:0030280
SMED3_DN4103_c0_g1	GO:0061640,GO:0045862,GO:0009838,GO:0019076,GO:0051301,GO:0048672,GO:0015031,GO:0046745,GO:0007049,GO:0005813,GO:0005634,GO:0005829,GO:0005856,GO:0090543,GO:0005635,GO:0031410,GO:0005793,GO:0000785,GO:0030496,GO:0005737,GO:0090541,GO:0044877
SMED3_DN4105_c0_g1	GO:0002376,GO:0005634,GO:0005576,GO:0005737,GO:0030246
SMED3_DN41107_c0_g2	GO:0038063,GO:0071560,GO:0006351,GO:0016525,GO:0014823,GO:0035987,GO:0030198,GO:0007568,GO:0001525,GO:0005604,GO:0005587,GO:0005615,GO:0005576,GO:0030020
SMED3_DN4116_c0_g1	GO:0006508,GO:0005615,GO:0005576,GO:0004181,GO:0008270
SMED3_DN41188_c0_g1	GO:0030703,GO:1904778,GO:1903078,GO:0005576,GO:0008061
SMED3_DN41190_c2_g1	GO:0051455,GO:0045143,GO:0010789,GO:0051321,GO:0045859,GO:0005634,GO:0005829,GO:0005515
SMED3_DN41222_c0_g1	GO:0006635,GO:0005743,GO:0005739,GO:0008458,GO:0004095
SMED3_DN4123_c0_g1	GO:0030282,GO:0048570,GO:0030198,GO:0001501,GO:0005615,GO:0005576,GO:0031012,GO:0005581,GO:0005201,GO:0046872
SMED3_DN4129_c0_g1	GO:0072594,GO:0044841,GO:0005737,GO:0045335,GO:0005886,GO:0031902,GO:0005765,GO:0016021,GO:0019904,GO:0019899
SMED3_DN4132_c0_g2	GO:0034314,GO:2000677,GO:0051220,GO:0042147,GO:0010468,GO:0006887,GO:0008340,GO:0032456,GO:0005769,GO:0005829,GO:0055037,GO:0071203,GO:0003779,GO:0043014,GO:0043015
SMED3_DN4133_c0_g1	GO:0048193,GO:0006906,GO:0052324,GO:0006886,GO:0006887,GO:0009738,GO:0048278,GO:0012505,GO:0031201,GO:0005794,GO:0032588,GO:0005802,GO:0016021,GO:0005484,GO:0000149
SMED3_DN4135_c0_g1	GO:0006970,GO:0016020,GO:0016021,GO:0005515
SMED3_DN4137_c0_g1	GO:0006886,GO:0006888,GO:0007030,GO:0005783,GO:0030659,GO:0005793,GO:0005794,GO:0030134,GO:0016021,GO:0038024
SMED3_DN4139_c0_g1	GO:0031214,GO:0036305,GO:0070175,GO:0022604,GO:0097186,GO:0005576,GO:0031012,GO:0030345
SMED3_DN413_c0_g1	GO:0048666,GO:0030036,GO:0030864,GO:0030054,GO:0042995,GO:0005886,GO:0051015,GO:0005509
SMED3_DN41400_c0_g2	GO:0015698,GO:0098656,GO:0045454,GO:0051027,GO:0071902,GO:0005741,GO:0005739,GO:0016021,GO:0046930,GO:0015288,GO:0008308
SMED3_DN4141_c2_g1	GO:0051693,GO:0048666,GO:0042062,GO:0007026,GO:1903729,GO:0007409,GO:0016199,GO:0048790,GO:0007274,GO:0072499,GO:0050807,GO:0030036,GO:0007399,GO:0016328,GO:0030424,GO:0045170,GO:0045169,GO:0030864,GO:0071944,GO:0005886,GO:0005938,GO:0031594,GO:0008091,GO:0005546,GO:0005200,GO:0030506,GO:0005516,GO:0008017,GO:0051015
SMED3_DN41438_c0_g1	GO:0030010,GO:0007118,GO:0008298,GO:0008154,GO:1903475,GO:0006887,GO:0000001,GO:0007119,GO:0000011,GO:0051017,GO:0000281,GO:0005856,GO:0005884,GO:0005737,GO:0000142,GO:0032432,GO:0003786,GO:0042803
SMED3_DN4143_c0_g3	GO:0051603,GO:0051591,GO:0006955,GO:0005615,GO:0005764,GO:0004197
SMED3_DN41453_c1_g1	GO:0007017,GO:0110165,GO:0030286,GO:0005509
SMED3_DN41470_c1_g2	GO:0055085,GO:0006836,GO:1901374,GO:0007268,GO:0015695,GO:0042908,GO:0030121,GO:0043195,GO:0030122,GO:0016020,GO:0016021,GO:0042910,GO:0005277
SMED3_DN41487_c1_g1	GO:0000278,GO:0007399,GO:1990403,GO:0001764,GO:0000226,GO:1902669,GO:0050804,GO:0015630,GO:0005874,GO:0005737,GO:0045171,GO:0098685,GO:0072686,GO:0005634,GO:0005200,GO:0005525,GO:0046982
SMED3_DN41487_c1_g3	GO:0000278,GO:0000226,GO:0005856,GO:0005737,GO:0005874,GO:0005200,GO:0005525
SMED3_DN41498_c1_g1	GO:0006281,GO:0000786,GO:0005694,GO:0005634,GO:0003677,GO:0030527,GO:0046982
SMED3_DN4155_c0_g1	GO:0006491,GO:0001889,GO:0005783,GO:0017177,GO:0016787,GO:0005509
SMED3_DN415_c0_g1	GO:0009395,GO:0005576,GO:0004620
SMED3_DN415_c4_g1	GO:0032543,GO:0005743,GO:0005739,GO:0005840,GO:0005763,GO:0003735
SMED3_DN41644_c0_g1	GO:0006683,GO:0005764,GO:0004336
SMED3_DN4169_c0_g2	GO:1902600,GO:0030007,GO:0006883,GO:0036376,GO:0006885,GO:0010248,GO:1990573,GO:0005829,GO:0016323,GO:0015629,GO:0005886,GO:0005889,GO:0016324,GO:0016021,GO:0005524,GO:0046872,GO:0016887,GO:0005391,GO:0008900
SMED3_DN416_c0_g1	GO:0048731,GO:0031103,GO:0043410,GO:0038083,GO:0007169,GO:0033674,GO:0048680,GO:0043235,GO:0005887,GO:0005886,GO:0004714,GO:0031435,GO:0004712,GO:0005524
SMED3_DN4170_c0_g1	GO:0016567,GO:0005783,GO:0005789,GO:0016021,GO:0061630,GO:0046872
SMED3_DN41756_c0_g1	GO:0045740,GO:0006511,GO:0009306,GO:0043328,GO:0005737,GO:0005886,GO:0000149,GO:0030674,GO:0004190,GO:0031593,GO:1904855,GO:0043130
SMED3_DN4175_c0_g1	GO:0006811,GO:0042776,GO:0005743,GO:0005739,GO:0000275,GO:0005756,GO:0046933
SMED3_DN4176_c0_g1	GO:0006412,GO:0006432,GO:0009328,GO:0005737,GO:0004826,GO:0000049,GO:0005524
SMED3_DN417_c0_g2	GO:0006935,GO:0005615,GO:0016020,GO:0005576,GO:0016021,GO:0099106,GO:0090729
SMED3_DN4181_c2_g1	GO:0001649,GO:0000122,GO:0060347,GO:0055015,GO:0009725,GO:0043066,GO:0070885,GO:0055014,GO:0005634,GO:0031430,GO:0030018,GO:0005737,GO:0043425,GO:0003714,GO:0046872,GO:0042802
SMED3_DN41902_c0_g2	GO:0030683,GO:0039722,GO:0044165,GO:0044167,GO:0016020,GO:0044178,GO:0016021,GO:0044177,GO:0005112
SMED3_DN41920_c0_g1	GO:0008611,GO:0005777,GO:0016491,GO:0008609,GO:0071949
SMED3_DN41924_c0_g1	GO:0006412,GO:0000470,GO:0005840,GO:0022625,GO:0003723,GO:0003735
SMED3_DN41924_c0_g2	GO:0006412,GO:0000470,GO:0005840,GO:0022625,GO:0003723,GO:0003735
SMED3_DN4195_c0_g1	GO:0006412,GO:0001732,GO:0002191,GO:0006446,GO:0005852,GO:0016282,GO:0033290,GO:0005737,GO:0003743,GO:0098808
SMED3_DN4196_c0_g2	GO:0035821,GO:0005576,GO:0005515
SMED3_DN41_c1_g2	GO:0006783,GO:0006782,GO:0005634,GO:0005829,GO:0004655,GO:0008270
SMED3_DN42055_c0_g1	GO:0042391,GO:0030282,GO:0071277,GO:0019372,GO:0050727,GO:0043277,GO:0035963,GO:1901074,GO:0019369,GO:0043651,GO:0006646,GO:0034116,GO:0010811,GO:0042060,GO:0019395,GO:0046456,GO:2001303,GO:0070374,GO:0034976,GO:0001503,GO:0030838,GO:0045794,GO:0051122,GO:0035358,GO:0002820,GO:0005829,GO:0005811,GO:0031234,GO:0005737,GO:0042383,GO:0050473,GO:0005546,GO:0004052,GO:0016165,GO:0019870,GO:0005506,GO:0047977,GO:0051120
SMED3_DN420_c0_g1	GO:0008380,GO:0071028,GO:0051028,GO:0040022,GO:0048598,GO:0006397,GO:1905881,GO:0005634,GO:0016607,GO:0035145,GO:0005737,GO:0003729,GO:0005515,GO:0036002,GO:0030620
SMED3_DN4212_c1_g1	GO:0015031,GO:0007098,GO:0060271,GO:0061512,GO:0005856,GO:0005929,GO:0000242,GO:0060170,GO:0036064,GO:0005737,GO:0005886,GO:0034464,GO:0030674
SMED3_DN4218_c0_g1	GO:0071704,GO:0044238,GO:0005634,GO:0005737,GO:0008270
SMED3_DN4224_c0_g1	GO:0016192,GO:0005794,GO:0016020,GO:0016021,GO:0046872
SMED3_DN4235_c0_g2	GO:0032981,GO:0005739,GO:0070469,GO:0005743,GO:0005747,GO:0005758,GO:0005515,GO:0008137
SMED3_DN42381_c0_g1	GO:0008380,GO:0006397,GO:0000244,GO:0005634,GO:0005682,GO:0005737,GO:0005515
SMED3_DN4242_c0_g1	GO:0006189,GO:0005829,GO:0004643,GO:0003937
SMED3_DN42433_c0_g1	GO:0050896,GO:0007601,GO:0098655,GO:0001750,GO:0005886,GO:0017071,GO:0016021,GO:0030553,GO:0005515,GO:0044877,GO:0005223,GO:0005222
SMED3_DN4248_c0_g1	GO:0045668,GO:0050790,GO:1901706,GO:0045663,GO:0006611,GO:0005634,GO:0005643,GO:0005737,GO:0005096,GO:0046332
SMED3_DN4249_c0_g1	GO:0007049,GO:0034613,GO:0051301,GO:0000281,GO:0032151,GO:0005829,GO:0032176,GO:0015630,GO:0032153,GO:0120104,GO:0005938,GO:0036391,GO:0005515,GO:0060090,GO:0005525,GO:0003924
SMED3_DN4252_c0_g2	GO:0006508,GO:0005737,GO:0005829,GO:0070012,GO:0004252
SMED3_DN42556_c0_g1	GO:0015031,GO:0000045,GO:0044804,GO:0000422,GO:0000153,GO:0005829,GO:0005737,GO:0019776,GO:0005515
SMED3_DN425_c3_g1	GO:0045292,GO:0005634,GO:0005829,GO:0005681,GO:0016887,GO:0003723,GO:0003724,GO:0005524
SMED3_DN4260_c0_g1	GO:0006357,GO:0006325,GO:0000472,GO:0043967,GO:0000480,GO:0006281,GO:0042273,GO:0035267,GO:0005634,GO:0010485
SMED3_DN4264_c0_g2	GO:0098869,GO:0045454,GO:0005789,GO:0004791
SMED3_DN42683_c0_g1	GO:0022900,GO:0032981,GO:0005743,GO:0005747,GO:0005739,GO:0070469,GO:0008137
SMED3_DN4268_c0_g1	GO:0048666,GO:0000398,GO:0040011,GO:0002119,GO:0000381,GO:0007638,GO:0048644,GO:0009792,GO:0005634,GO:0005730,GO:0005681,GO:0005515
SMED3_DN4274_c0_g1	GO:0005978,GO:0005737,GO:0004553,GO:0102752,GO:0003844,GO:0043169
SMED3_DN42791_c0_g1	GO:0006664,GO:0006325,GO:0071894,GO:0010390,GO:0005929,GO:0097546,GO:0031624,GO:0061630,GO:0046872
SMED3_DN42791_c3_g1	GO:0061462,GO:0042149,GO:0034198,GO:1904262,GO:0140007,GO:0005764,GO:0005765,GO:0003712
SMED3_DN4282_c0_g1	GO:0006979,GO:1903265,GO:0060074,GO:0010942,GO:0007409,GO:0007629,GO:0008594,GO:0072347,GO:0007412,GO:0070534,GO:0051124,GO:0007625,GO:0006301,GO:0045977,GO:0007630,GO:0061057,GO:0046330,GO:0035370,GO:0005634,GO:0005829,GO:0048471,GO:0031625,GO:0031624,GO:0061631,GO:0005524
SMED3_DN4284_c0_g1	GO:0002949,GO:0000722,GO:0016020,GO:0016021,GO:0048038,GO:0016655
SMED3_DN4288_c1_g1	GO:0006412,GO:0001732,GO:0002183,GO:0005852,GO:0016282,GO:0033290,GO:0005737,GO:0003743,GO:0070122,GO:0031369,GO:0140492
SMED3_DN428_c1_g1	GO:0098671,GO:0046718,GO:0039573,GO:0030683,GO:0044177,GO:0033644,GO:0016020,GO:0055036,GO:0016021,GO:0008270
SMED3_DN42933_c0_g1	GO:0016255,GO:0006506,GO:0005783,GO:0042765,GO:0005789,GO:0016021,GO:0003923
SMED3_DN4293_c0_g1	GO:0035262,GO:0043408,GO:0006468,GO:0008045,GO:0007254,GO:0046688,GO:0007506,GO:0040039,GO:0030154,GO:0050770,GO:0038007,GO:0007399,GO:0043204,GO:0030425,GO:0005737,GO:0004674,GO:0004712,GO:0046872,GO:0005524,GO:0031435,GO:0031267,GO:0106310
SMED3_DN4294_c0_g1	GO:0007283,GO:1905634,GO:0030433,GO:0042006,GO:1903364,GO:0030154,GO:0045977,GO:0005634,GO:0005783,GO:0048471,GO:0000785,GO:0005737,GO:0005694,GO:0036435,GO:0043130,GO:0044877
SMED3_DN4295_c0_g1	GO:0034356,GO:0006152,GO:0005634,GO:0005829,GO:0005737,GO:0004731
SMED3_DN4297_c0_g1	GO:0006310,GO:0032508,GO:0006260,GO:0006281,GO:0005634,GO:0005694,GO:0005737,GO:0005524,GO:0043138,GO:0016887,GO:0003724,GO:0003676
SMED3_DN42_c1_g1	GO:0010951,GO:0005615,GO:0005576,GO:0004867
SMED3_DN4304_c0_g2	GO:0007218,GO:0005576,GO:0005125
